chapter,text
Chapter 22,consuls at Yokohama for assistance. But he shrank from telling the
Chapter 22,"story of his adventures, intimately connected as it was with that of"
Chapter 22,"his master; and, before doing so, he determined to exhaust all other"
Chapter 22,"means of aid. As chance did not favour him in the European quarter, he"
Chapter 22,"penetrated that inhabited by the native Japanese, determined, if"
Chapter 22,"necessary, to push on to Yeddo."
Chapter 22,"The Japanese quarter of Yokohama is called Benten, after the goddess of"
Chapter 22,"the sea, who is worshipped on the islands round about. There"
Chapter 22,"Passepartout beheld beautiful fir and cedar groves, sacred gates of a"
Chapter 22,"singular architecture, bridges half hid in the midst of bamboos and"
Chapter 22,"reeds, temples shaded by immense cedar-trees, holy retreats where were"
Chapter 22,"sheltered Buddhist priests and sectaries of Confucius, and interminable"
Chapter 22,"streets, where a perfect harvest of rose-tinted and red-cheeked"
Chapter 22,"children, who looked as if they had been cut out of Japanese screens,"
Chapter 22,and who were playing in the midst of short-legged poodles and yellowish
Chapter 22,"cats, might have been gathered."
Chapter 22,The streets were crowded with people. Priests were passing in
Chapter 22,"processions, beating their dreary tambourines; police and custom-house"
Chapter 22,officers with pointed hats encrusted with lac and carrying two sabres
Chapter 22,"hung to their waists; soldiers, clad in blue cotton with white stripes,"
Chapter 22,"and bearing guns; the Mikado’s guards, enveloped in silken doubles,"
Chapter 22,hauberks and coats of mail; and numbers of military folk of all
Chapter 22,ranks—for the military profession is as much respected in Japan as it
Chapter 22,is despised in China—went hither and thither in groups and pairs.
Chapter 22,"Passepartout saw, too, begging friars, long-robed pilgrims, and simple"
Chapter 22,"civilians, with their warped and jet-black hair, big heads, long busts,"
Chapter 22,"slender legs, short stature, and complexions varying from copper-colour"
Chapter 22,"to a dead white, but never yellow, like the Chinese, from whom the"
Chapter 22,Japanese widely differ. He did not fail to observe the curious
Chapter 22,"equipages—carriages and palanquins, barrows supplied with sails, and"
Chapter 22,litters made of bamboo; nor the women—whom he thought not especially
Chapter 22,"handsome—who took little steps with their little feet, whereon they"
Chapter 22,"wore canvas shoes, straw sandals, and clogs of worked wood, and who"
Chapter 22,"displayed tight-looking eyes, flat chests, teeth fashionably blackened,"
Chapter 22,"and gowns crossed with silken scarfs, tied in an enormous knot behind"
Chapter 22,an ornament which the modern Parisian ladies seem to have borrowed from
Chapter 22,the dames of Japan.
Chapter 22,Passepartout wandered for several hours in the midst of this motley
Chapter 22,"crowd, looking in at the windows of the rich and curious shops, the"
Chapter 22,"jewellery establishments glittering with quaint Japanese ornaments, the"
Chapter 22,"restaurants decked with streamers and banners, the tea-houses, where"
Chapter 22,"the odorous beverage was being drunk with “saki,” a liquor concocted"
Chapter 22,"from the fermentation of rice, and the comfortable smoking-houses,"
Chapter 22,"where they were puffing, not opium, which is almost unknown in Japan,"
Chapter 22,"but a very fine, stringy tobacco. He went on till he found himself in"
Chapter 22,"the fields, in the midst of vast rice plantations. There he saw"
Chapter 22,"dazzling camellias expanding themselves, with flowers which were giving"
Chapter 22,"forth their last colours and perfumes, not on bushes, but on trees, and"
Chapter 22,"within bamboo enclosures, cherry, plum, and apple trees, which the"
Chapter 22,"Japanese cultivate rather for their blossoms than their fruit, and"
Chapter 22,"which queerly-fashioned, grinning scarecrows protected from the"
Chapter 22,"sparrows, pigeons, ravens, and other voracious birds. On the branches"
Chapter 22,of the cedars were perched large eagles; amid the foliage of the
Chapter 22,"weeping willows were herons, solemnly standing on one leg; and on every"
Chapter 22,"hand were crows, ducks, hawks, wild birds, and a multitude of cranes,"
Chapter 22,"which the Japanese consider sacred, and which to their minds symbolise"
Chapter 22,long life and prosperity.
Chapter 22,"As he was strolling along, Passepartout espied some violets among the"
Chapter 22,shrubs.
Chapter 22,“Good!” said he; “I’ll have some supper.”
Chapter 22,"But, on smelling them, he found that they were odourless."
Chapter 22,"“No chance there,” thought he."
Chapter 22,The worthy fellow had certainly taken good care to eat as hearty a
Chapter 22,"breakfast as possible before leaving the “Carnatic;” but, as he had"
Chapter 22,"been walking about all day, the demands of hunger were becoming"
Chapter 22,importunate. He observed that the butchers stalls contained neither
Chapter 22,"mutton, goat, nor pork; and, knowing also that it is a sacrilege to"
Chapter 22,"kill cattle, which are preserved solely for farming, he made up his"
Chapter 22,mind that meat was far from plentiful in Yokohama—nor was he mistaken;
Chapter 22,"and, in default of butcher’s meat, he could have wished for a quarter"
Chapter 22,"of wild boar or deer, a partridge, or some quails, some game or fish,"
Chapter 22,"which, with rice, the Japanese eat almost exclusively. But he found it"
Chapter 22,"necessary to keep up a stout heart, and to postpone the meal he craved"
Chapter 22,"till the following morning. Night came, and Passepartout re-entered the"
Chapter 22,"native quarter, where he wandered through the streets, lit by"
Chapter 22,"vari-coloured lanterns, looking on at the dancers, who were executing"
Chapter 22,"skilful steps and boundings, and the astrologers who stood in the open"
Chapter 22,"air with their telescopes. Then he came to the harbour, which was lit"
Chapter 22,"up by the resin torches of the fishermen, who were fishing from their"
Chapter 22,boats.
Chapter 22,"The streets at last became quiet, and the patrol, the officers of"
Chapter 22,"which, in their splendid costumes, and surrounded by their suites,"
Chapter 22,"Passepartout thought seemed like ambassadors, succeeded the bustling"
Chapter 22,"crowd. Each time a company passed, Passepartout chuckled, and said to"
Chapter 22,himself: “Good! another Japanese embassy departing for Europe!”
Chapter 23,CHAPTER XXIII.
Chapter 23,IN WHICH PASSEPARTOUT’S NOSE BECOMES OUTRAGEOUSLY LONG
Chapter 23,"The next morning poor, jaded, famished Passepartout said to himself"
Chapter 23,"that he must get something to eat at all hazards, and the sooner he did"
Chapter 23,"so the better. He might, indeed, sell his watch; but he would have"
Chapter 23,"starved first. Now or never he must use the strong, if not melodious"
Chapter 23,voice which nature had bestowed upon him. He knew several French and
Chapter 23,"English songs, and resolved to try them upon the Japanese, who must be"
Chapter 23,"lovers of music, since they were for ever pounding on their cymbals,"
Chapter 23,"tam-tams, and tambourines, and could not but appreciate European"
Chapter 23,talent.
Chapter 23,"It was, perhaps, rather early in the morning to get up a concert, and"
Chapter 23,"the audience prematurely aroused from their slumbers, might not"
Chapter 23,possibly pay their entertainer with coin bearing the Mikado’s features.
Chapter 23,"Passepartout therefore decided to wait several hours; and, as he was"
Chapter 23,"sauntering along, it occurred to him that he would seem rather too well"
Chapter 23,dressed for a wandering artist. The idea struck him to change his
Chapter 23,garments for clothes more in harmony with his project; by which he
Chapter 23,might also get a little money to satisfy the immediate cravings of
Chapter 23,"hunger. The resolution taken, it remained to carry it out."
Chapter 23,It was only after a long search that Passepartout discovered a native
Chapter 23,"dealer in old clothes, to whom he applied for an exchange. The man"
Chapter 23,"liked the European costume, and ere long Passepartout issued from his"
Chapter 23,"shop accoutred in an old Japanese coat, and a sort of one-sided turban,"
Chapter 23,"faded with long use. A few small pieces of silver, moreover, jingled in"
Chapter 23,his pocket.
Chapter 23,“Good!” thought he. “I will imagine I am at the Carnival!”
Chapter 23,"His first care, after being thus “Japanesed,” was to enter a tea-house"
Chapter 23,"of modest appearance, and, upon half a bird and a little rice, to"
Chapter 23,breakfast like a man for whom dinner was as yet a problem to be solved.
Chapter 23,"“Now,” thought he, when he had eaten heartily, “I mustn’t lose my head."
Chapter 23,I can’t sell this costume again for one still more Japanese. I must
Chapter 23,"consider how to leave this country of the Sun, of which I shall not"
Chapter 23,"retain the most delightful of memories, as quickly as possible.”"
Chapter 23,It occurred to him to visit the steamers which were about to leave for
Chapter 23,"America. He would offer himself as a cook or servant, in payment of his"
Chapter 23,"passage and meals. Once at San Francisco, he would find some means of"
Chapter 23,"going on. The difficulty was, how to traverse the four thousand seven"
Chapter 23,hundred miles of the Pacific which lay between Japan and the New World.
Chapter 23,"Passepartout was not the man to let an idea go begging, and directed"
Chapter 23,"his steps towards the docks. But, as he approached them, his project,"
Chapter 23,"which at first had seemed so simple, began to grow more and more"
Chapter 23,formidable to his mind. What need would they have of a cook or servant
Chapter 23,"on an American steamer, and what confidence would they put in him,"
Chapter 23,dressed as he was? What references could he give?
Chapter 23,"As he was reflecting in this wise, his eyes fell upon an immense"
Chapter 23,placard which a sort of clown was carrying through the streets. This
Chapter 23,"placard, which was in English, read as follows:"
Chapter 23,"ACROBATIC JAPANESE TROUPE,"
Chapter 23,"HONOURABLE WILLIAM BATULCAR, PROPRIETOR,"
Chapter 23,"LAST REPRESENTATIONS,"
Chapter 23,"PRIOR TO THEIR DEPARTURE TO THE UNITED STATES,"
Chapter 23,OF THE
Chapter 23,LONG NOSES! LONG NOSES!
Chapter 23,UNDER THE DIRECT PATRONAGE OF THE GOD TINGOU!
Chapter 23,GREAT ATTRACTION!
Chapter 23,“The United States!” said Passepartout; “that’s just what I want!”
Chapter 23,"He followed the clown, and soon found himself once more in the Japanese"
Chapter 23,"quarter. A quarter of an hour later he stopped before a large cabin,"
Chapter 23,"adorned with several clusters of streamers, the exterior walls of which"
